house_size,latitude,longitude,numBathrooms,numBalconies,SecurityDeposit,numBalconies_nan,numBathrooms_nan,verification_years,verification_days,verification_months,verification_hours,Status_Furnished,Status_Semi-Furnished,Status_Unfurnished,house_type_cleaned_Apartment,house_type_cleaned_Independent Floor,house_type_cleaned_Independent House,house_type_cleaned_Villa
1100.0,18.62477303,73.73713684,2.0,0.0,0.0,1,0,0,12,0,0,0,0,1,1,0,0,0
1300.0,18.4787178,73.8137207,3.0,0.0,0.0,1,0,0,8,0,0,0,1,0,1,0,0,0
950.0,18.60065651,73.92022705,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1211.0,18.51470566,73.77187347,2.0,0.0,0.0,1,0,0,0,0,8,0,1,0,1,0,0,0
600.0,18.55271912,73.92081451,1.0,0.0,0.0,1,0,0,4,0,0,0,1,0,1,0,0,0
1050.0,18.58615685,73.78089142,2.0,0.0,0.0,1,0,0,7,0,0,1,0,0,1,0,0,0
1000.0,18.47886658,73.87547302,2.0,0.0,0.0,1,0,0,4,0,0,0,0,1,1,0,0,0
1100.0,18.56284332,73.80349731,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
980.0,18.44908524,73.82544708,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
1000.0,18.57390213,73.88419342,2.0,0.0,0.0,1,0,0,0,2,0,1,0,0,1,0,0,0
1842.5,18.53986549,73.89595795,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
1050.0,18.59578705,73.77779388,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
1350.0,18.53946114,73.94590759,3.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
750.0,18.63496017,73.7894516,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
1842.5,18.52221107,73.90399933,3.0,0.0,0.0,1,0,0,25,0,0,0,0,1,1,0,0,0
1500.0,18.51729012,73.94721985,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
850.0,18.52027893,73.76657104,2.0,0.0,0.0,1,0,0,0,2,0,0,0,1,1,0,0,0
750.0,18.57286263,73.68908691,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
900.0,18.62072754,73.91501617,2.0,0.0,0.0,1,0,0,25,0,0,0,1,0,1,0,0,0
1842.5,18.48402214,73.90130615,3.5,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
700.0,18.55271912,73.92081451,1.0,0.0,0.0,1,0,0,14,0,0,0,0,1,1,0,0,0
1100.0,18.55467796,73.80711365,2.0,0.0,0.0,1,0,0,17,0,0,0,1,0,1,0,0,0
1400.0,18.62471008,73.73709869,3.0,0.0,0.0,1,0,0,12,0,0,0,0,1,1,0,0,0
350.0,18.58033562,73.9805069,1.0,0.0,0.0,1,0,3,0,0,0,0,0,1,1,0,0,0
1500.0,18.54178619,73.88245392,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,1,0,0,0
1500.0,18.54178619,73.88245392,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,1,0,0,0
1500.0,18.54178619,73.88245392,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,1,0,0,0
1500.0,18.54178619,73.88245392,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,1,0,0,0
1500.0,18.54178619,73.88245392,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,1,0,0,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
1842.5,18.5601635,73.92492676,3.5,0.0,0.0,1,0,3,0,0,0,0,0,1,0,0,1,0
600.0,18.56312752,73.80509949,1.0,0.0,0.0,1,0,0,15,0,0,0,1,0,1,0,0,0
1000.0,18.54854393,73.92847443,2.0,0.0,0.0,1,0,0,14,0,0,0,1,0,1,0,0,0
650.0,18.55271912,73.92081451,1.0,0.0,0.0,1,0,0,14,0,0,0,1,0,1,0,0,0
1800.0,18.55584717,73.80997467,3.5,0.0,0.0,1,0,0,18,0,0,1,0,0,1,0,0,0
1560.0,18.53939247,73.79570007,3.0,0.0,0.0,1,0,0,20,0,0,1,0,0,1,0,0,0
1100.0,18.56051636,73.80738068,2.0,0.0,0.0,1,0,0,19,0,0,0,1,0,1,0,0,0
650.0,18.56212997,73.80351257,1.0,0.0,0.0,1,0,0,18,0,0,0,1,0,1,0,0,0
1842.5,18.45946693,73.89128876,3.5,0.0,0.0,1,0,0,23,0,0,0,0,1,1,0,0,0
1500.0,18.62471008,73.73709869,2.0,0.0,0.0,1,0,0,12,0,0,0,0,1,1,0,0,0
1100.0,18.56051636,73.80738068,2.0,0.0,0.0,1,0,0,12,0,0,1,0,0,1,0,0,0
960.0,18.56051636,73.80738068,1.0,0.0,0.0,1,0,0,8,0,0,1,0,0,1,0,0,0
1600.0,18.56450272,73.80047607,3.0,0.0,0.0,1,0,0,9,0,0,0,1,0,1,0,0,0
1490.0,18.56051636,73.80738068,3.0,0.0,0.0,1,0,0,10,0,0,0,1,0,1,0,0,0
600.0,18.56051636,73.80738068,1.0,0.0,0.0,1,0,0,10,0,0,0,1,0,1,0,0,0
965.0,18.59893608,73.90194702,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
952.0,18.59297371,73.90126038,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1080.0,18.59836388,73.90181732,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
982.0,18.5966568,73.89671326,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1320.0,18.62072754,73.91501617,3.0,0.0,0.0,1,0,0,11,0,0,1,0,0,1,0,0,0
925.0,18.60192871,73.90148163,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
952.0,18.59461403,73.90431976,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
950.0,18.60000038,73.91000366,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
952.0,18.59954453,73.9006958,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
885.0,18.59116364,73.89559937,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
935.0,18.59116364,73.89559937,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1030.0,18.60369492,73.90953064,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
952.0,18.60346985,73.91340637,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
960.0,18.60121727,73.91455841,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1225.0,18.61118889,73.91108704,3.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
915.0,18.60121727,73.91455841,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
880.0,18.60192871,73.90148163,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
915.0,18.60799026,73.90748596,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
952.0,18.59991455,73.90873718,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
815.0,18.60000038,73.91000366,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
905.0,18.60065651,73.92022705,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
905.0,18.60065651,73.92022705,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
904.0,18.60248947,73.90661621,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
868.0,18.59597778,73.90735626,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
915.0,18.60419464,73.90248871,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1002.0,18.60061073,73.92128754,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1002.0,18.60061073,73.92128754,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
942.0,18.60248947,73.90661621,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
915.0,18.59473228,73.90409088,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
925.0,18.59893608,73.90194702,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1220.0,18.60248947,73.90661621,3.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
905.0,18.59954453,73.9006958,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1050.0,18.60419464,73.90248871,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1180.0,18.58807373,73.89533997,3.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1005.0,18.60913467,73.90710449,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
650.0,18.55271912,73.92081451,1.0,0.0,0.0,1,0,0,14,0,0,0,1,0,1,0,0,0
750.0,18.5721302,73.76119995,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
1100.0,18.62477303,73.73713684,2.0,0.0,0.0,1,0,0,12,0,0,0,0,1,1,0,0,0
1680.0,18.56154823,73.80631256,3.0,0.0,0.0,1,0,0,18,0,0,1,0,0,1,0,0,0
1450.0,18.55017853,73.80449677,3.0,0.0,0.0,1,0,0,21,0,0,0,1,0,1,0,0,0
1350.0,18.62471008,73.73709869,2.0,0.0,0.0,1,0,0,13,0,0,1,0,0,1,0,0,0
1000.0,18.45779228,73.80800629,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
1250.0,18.60876274,73.75455475,3.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
900.0,18.62072754,73.91501617,2.0,0.0,0.0,1,0,0,25,0,0,0,1,0,1,0,0,0
1460.0,18.62471008,73.73709869,2.0,0.0,0.0,1,0,0,6,0,0,0,1,0,1,0,0,0
1460.0,18.62471008,73.73709869,2.0,0.0,0.0,1,0,0,6,0,0,0,1,0,1,0,0,0
475.0,18.57936478,73.73588562,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
750.0,18.58862686,73.70233917,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
1100.0,18.63827705,73.73539734,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
1024.0,18.60643005,73.75308228,2.0,0.0,0.0,1,0,0,15,0,0,0,1,0,1,0,0,0
1255.0,18.60643005,73.75308228,2.0,0.0,0.0,1,0,0,14,0,0,0,1,0,1,0,0,0
1500.0,18.62471008,73.73709869,2.0,0.0,0.0,1,0,0,2,0,0,0,1,0,1,0,0,0
1200.0,18.62477303,73.73713684,2.0,0.0,0.0,1,0,0,2,0,0,0,1,0,1,0,0,0
800.0,18.62283707,73.73451996,2.0,0.0,0.0,1,0,0,2,0,0,0,1,0,1,0,0,0
1200.0,18.62283707,73.73451996,2.0,0.0,0.0,1,0,0,2,0,0,0,1,0,1,0,0,0
980.0,18.58816147,73.72674561,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
1046.0,18.58264923,73.69248199,2.0,0.0,0.0,1,0,0,16,0,0,1,0,0,1,0,0,0
550.0,18.57286263,73.68908691,1.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1000.0,18.56966591,73.91046143,2.0,0.0,0.0,1,0,0,14,0,0,1,0,0,1,0,0,0
1024.0,18.59188652,73.70767975,2.0,0.0,0.0,1,0,0,18,0,0,1,0,0,1,0,0,0
950.0,18.55333519,73.94477844,2.0,0.0,0.0,1,0,0,4,0,0,0,1,0,1,0,0,0
504.0,18.57286263,73.68908691,1.0,0.0,0.0,1,0,0,25,0,0,1,0,0,1,0,0,0
1500.0,18.57986069,73.78509521,3.0,0.0,0.0,1,0,0,7,0,0,1,0,0,1,0,0,0
1100.0,18.58205414,73.78432465,2.0,0.0,0.0,1,0,0,7,0,0,1,0,0,1,0,0,0
1200.0,18.59140968,73.73464203,3.0,0.0,0.0,1,0,0,7,0,0,0,0,1,1,0,0,0
1100.0,18.59551239,73.79496765,2.0,0.0,0.0,1,0,0,7,0,0,1,0,0,1,0,0,0
1000.0,18.59427261,73.76107025,2.0,0.0,0.0,1,0,0,7,0,0,1,0,0,1,0,0,0
1000.0,18.61173058,73.74422455,2.0,0.0,0.0,1,0,0,7,0,0,0,0,1,1,0,0,0
1000.0,18.56966591,73.91046143,2.0,0.0,0.0,1,0,0,13,0,0,1,0,0,1,0,0,0
1000.0,18.56938934,73.91133118,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
780.0,18.58816147,73.72674561,2.0,0.0,0.0,1,0,0,17,0,0,1,0,0,1,0,0,0
1050.0,18.58816147,73.72674561,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
1000.0,18.58264923,73.69248199,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
1000.0,18.62471008,73.73709869,2.0,0.0,0.0,1,0,0,9,0,0,0,1,0,1,0,0,0
1842.5,18.62477303,73.73713684,3.5,0.0,0.0,1,0,0,7,0,0,0,0,1,1,0,0,0
620.0,18.48013878,73.87506104,1.0,0.0,0.0,1,0,0,4,0,0,1,0,0,1,0,0,0
900.0,18.56966591,73.91046143,2.0,0.0,0.0,1,0,0,8,0,0,1,0,0,1,0,0,0
1000.0,18.59009361,73.90274048,2.0,0.0,0.0,1,0,0,8,0,0,0,1,0,1,0,0,0
900.0,18.56938934,73.91133118,2.0,0.0,0.0,1,0,0,8,0,0,1,0,0,1,0,0,0
600.0,18.57149506,73.90843201,1.0,0.0,0.0,1,0,0,8,0,0,1,0,0,1,0,0,0
450.0,18.57936478,73.73588562,1.0,0.0,0.0,1,0,0,5,0,0,1,0,0,1,0,0,0
600.0,18.4711647,73.86678314,1.0,0.0,0.0,1,0,0,16,0,0,0,0,1,1,0,0,0
1600.0,18.4711647,73.86678314,3.0,0.0,0.0,1,0,0,9,0,0,0,0,1,1,0,0,0
650.0,18.56838799,73.91345215,1.0,0.0,0.0,1,0,0,0,0,3,1,0,0,1,0,0,0
800.0,18.59116364,73.89559937,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
1300.0,18.56506157,73.81399536,2.0,0.0,0.0,1,0,0,2,0,0,0,1,0,1,0,0,0
500.0,18.56838799,73.91345215,1.0,0.0,0.0,1,0,0,3,0,0,0,0,1,1,0,0,0
900.0,18.56554794,73.91164398,2.0,0.0,0.0,1,0,0,3,0,0,1,0,0,1,0,0,0
350.0,18.49023247,73.819664,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
1100.0,18.56284332,73.80349731,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1600.0,18.56051636,73.80738068,3.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1000.0,18.55731964,73.79521942,2.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
1300.0,18.54445839,73.79319,3.0,0.0,0.0,1,0,0,11,0,0,1,0,0,1,0,0,0
1200.0,18.5678463,73.80082703,2.0,0.0,0.0,1,0,0,11,0,0,1,0,0,1,0,0,0
800.0,18.56051636,73.80738068,1.0,0.0,0.0,1,0,0,11,0,0,1,0,0,1,0,0,0
1200.0,18.56064034,73.77961731,3.0,0.0,0.0,1,0,0,11,0,0,0,1,0,1,0,0,0
350.0,18.49023247,73.819664,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
1250.0,18.62474632,73.73732758,3.0,0.0,0.0,1,0,0,11,0,0,1,0,0,1,0,0,0
1000.0,18.51631927,73.81690979,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
900.0,18.52263069,73.77487946,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
850.0,18.46516991,73.78374481,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
650.0,18.44596863,73.80133057,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
700.0,18.44221878,73.80958557,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0
850.0,18.45885849,73.7809906,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
900.0,18.45897293,73.78629303,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
650.0,18.44906998,73.84957123,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
650.0,18.44596863,73.80133057,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
1200.0,18.48331261,73.81238556,2.0,0.0,0.0,1,0,0,0,2,0,0,1,0,1,0,0,0
1350.0,18.47284889,73.90947723,2.0,0.0,0.0,1,0,0,4,0,0,0,0,1,1,0,0,0
1050.0,18.46999931,73.88500214,2.0,0.0,0.0,1,0,0,4,0,0,0,0,1,1,0,0,0
1500.0,18.51758766,73.90679169,2.0,0.0,0.0,1,0,0,7,0,0,0,0,1,1,0,0,0
750.0,18.58862686,73.70233917,2.0,0.0,0.0,1,0,0,11,0,0,1,0,0,1,0,0,0
600.0,18.48812485,73.82439423,2.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
800.0,18.5183506,73.77896881,2.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0
