price
12000.0
11000.0
4500.0
35000.0
42250.0
15500.0
24000.0
40000.0
16000.0
38000.0
23000.0
42250.0
23000.0
41000.0
42250.0
31000.0
38000.0
42250.0
15000.0
18000.0
30000.0
33000.0
25000.0
11000.0
42000.0
42250.0
16000.0
42250.0
42250.0
23000.0
20000.0
14000.0
14000.0
32000.0
8000.0
7000.0
17500.0
20000.0
19000.0
18000.0
35000.0
42250.0
20000.0
13000.0
18000.0
15000.0
10000.0
42250.0
42250.0
21000.0
12000.0
13500.0
28000.0
42250.0
32000.0
21000.0
36000.0
27000.0
11000.0
22000.0
10000.0
23000.0
15000.0
28000.0
17000.0
28000.0
8500.0
12000.0
25000.0
13000.0
18000.0
30000.0
26000.0
23000.0
30000.0
38000.0
23000.0
30000.0
19500.0
27500.0
18000.0
26000.0
28000.0
24200.0
12000.0
27000.0
42250.0
28000.0
42250.0
14000.0
40000.0
35000.0
25000.0
30500.0
23000.0
42250.0
15000.0
30000.0
28000.0
4500.0
35000.0
35000.0
35000.0
35000.0
35000.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
42250.0
20000.0
24000.0
20000.0
42250.0
42250.0
30000.0
20000.0
42250.0
29000.0
30000.0
25000.0
38000.0
35000.0
19000.0
22400.0
19600.0
20800.0
18500.0
29000.0
19000.0
21000.0
20000.0
21000.0
18800.0
19400.0
21000.0
20700.0
19100.0
23000.0
19000.0
18000.0
19000.0
19100.0
19000.0
19000.0
19000.0
19600.0
18700.0
18600.0
19600.0
19600.0
21000.0
20000.0
22000.0
24500.0
20000.0
20800.0
22000.0
19900.0
20000.0
27000.0
24000.0
42250.0
40000.0
42250.0
26000.0
35000.0
23000.0
30000.0
29000.0
24000.0
30000.0
20500.0
30000.0
29000.0
30000.0
22000.0
16000.0
18500.0
33000.0
42000.0
18500.0
40000.0
29500.0
28000.0
22000.0
42250.0
30000.0
28000.0
35000.0
30000.0
24000.0
40000.0
42250.0
38000.0
30000.0
36000.0
23000.0
42250.0
25000.0
40000.0
24000.0
42250.0
31000.0
26000.0
16000.0
40000.0
27000.0
23000.0
33000.0
21000.0
42000.0
11000.0
24200.0
33600.0
30000.0
42250.0
35000.0
18000.0
42250.0
11000.0
38000.0
35000.0
30000.0
10500.0
11000.0
10000.0
16500.0
16000.0
11000.0
11000.0
32000.0
28000.0
17000.0
35000.0
28000.0
22000.0
20000.0
20000.0
30000.0
22000.0
11000.0
20000.0
20000.0
8000.0
30000.0
31000.0
30000.0
42000.0
30000.0
12500.0
26000.0
31000.0
35000.0
35000.0
15000.0
21000.0
25000.0
42250.0
23000.0
18000.0
20000.0
20000.0
22000.0
30000.0
21000.0
20000.0
24000.0
26000.0
11000.0
